Date;Type of cash flow;Currency;Quantity / Amount;ISIN;Position;Cash flow type;Month;Identification number;Portfolio instrument number;Evaluation date;Portfolio number;Value pre-tax in trade currency;Value pre-tax in evaluation currency;Value after tax in trade currency
30.06.2023;Coupon;USD;-15250.19;12.094060.000.0;3 3/4% OCP 21-23.06.2031;Bonds;6;12.094060.000.0;10000.37-12.094060.000.0;15.09.2025;10000.37;-15250.19;-15250.19;-15250.19
31.12.2023;Coupon;USD;-15250.19;12.094060.000.0;3 3/4% OCP 21-23.06.2031;Bonds;12;12.094060.000.0;10000.37-12.094060.000.0;15.09.2025;10000.37;-15250.19;-15250.19;-15250.19
30.06.2024;Coupon;USD;-15250.19;12.094060.000.0;3 3/4% OCP 21-23.06.2031;Bonds;6;12.094060.000.0;10000.37-12.094060.000.0;15.09.2025;10000.37;-15250.19;-15250.19;-15250.19
31.12.2024;Coupon;USD;-15250.19;12.094060.000.0;3 3/4% OCP 21-23.06.2031;Bonds;12;12.094060.000.0;10000.37-12.094060.000.0;15.09.2025;10000.37;-15250.19;-15250.19;-15250.19
30.06.2025;Coupon;USD;-15250.19;12.094060.000.0;3 3/4% OCP 21-23.06.2031;Bonds;6;12.094060.000.0;10000.37-12.094060.000.0;15.09.2025;10000.37;-15250.19;-15250.19;-15250.19
31.05.2004;Redemption;USD;658755.21;18.329887.000.0;5.70% RZD Russian Railways 12-05.04.2022;Bonds;5;18.329887.000.0;10000.37-18.329887.000.0;15.09.2025;10000.37;658755.21;658755.21;658755.21
30.06.2003;Redemption;USD;907327.02;20.145902.000.0;4.199% Rosneft Intl. Finance 12-06.03.2022;Bonds;6;20.145902.000.0;10000.37-20.145902.000.0;15.09.2025;10000.37;907327.02;907327.02;907327.02
31.08.2003;Redemption;USD;898112.15;35.932986.000.0;3 7/8% Sultanat Oman 17-08.03.2022;Bonds;8;35.932986.000.0;10000.37-35.932986.000.0;15.09.2025;10000.37;898112.15;898112.15;898112.15
31.12.2021;Coupon;USD;-30480.47;39.437251.000.0;9 % Bausch Health 17-15.12.2025 144A;Bonds;12;39.437251.000.0;10000.37-39.437251.000.0;15.09.2025;10000.37;-30480.47;-30480.47;-30480.47
30.06.2022;Coupon;USD;-30480.47;39.437251.000.0;9 % Bausch Health 17-15.12.2025 144A;Bonds;6;39.437251.000.0;10000.37-39.437251.000.0;15.09.2025;10000.37;-30480.47;-30480.47;-30480.47
31.12.2022;Coupon;USD;-30480.47;39.437251.000.0;9 % Bausch Health 17-15.12.2025 144A;Bonds;12;39.437251.000.0;10000.37-39.437251.000.0;15.09.2025;10000.37;-30480.47;-30480.47;-30480.47
30.06.2023;Coupon;USD;-30480.47;39.437251.000.0;9 % Bausch Health 17-15.12.2025 144A;Bonds;6;39.437251.000.0;10000.37-39.437251.000.0;15.09.2025;10000.37;-30480.47;-30480.47;-30480.47
31.12.2023;Coupon;USD;-30480.47;39.437251.000.0;9 % Bausch Health 17-15.12.2025 144A;Bonds;12;39.437251.000.0;10000.37-39.437251.000.0;15.09.2025;10000.37;-30480.47;-30480.47;-30480.47
30.06.2024;Coupon;USD;-30480.47;39.437251.000.0;9 % Bausch Health 17-15.12.2025 144A;Bonds;6;39.437251.000.0;10000.37-39.437251.000.0;15.09.2025;10000.37;-30480.47;-30480.47;-30480.47
31.12.2024;Coupon;USD;-30480.47;39.437251.000.0;9 % Bausch Health 17-15.12.2025 144A;Bonds;12;39.437251.000.0;10000.37-39.437251.000.0;15.09.2025;10000.37;-30480.47;-30480.47;-30480.47
30.06.2025;Coupon;USD;-30480.47;39.437251.000.0;9 % Bausch Health 17-15.12.2025 144A;Bonds;6;39.437251.000.0;10000.37-39.437251.000.0;15.09.2025;10000.37;-30480.47;-30480.47;-30480.47
31.08.2004;Redemption;USD;754592.22;47.191060.000.0;6 1/2% Country Garden 19-08.04.2024;Bonds;8;47.191060.000.0;10000.37-47.191060.000.0;15.09.2025;10000.37;754592.22;754592.22;754592.22
31.12.2021;Coupon;USD;-122201.53;30.291195.000.0;3 1/8% Alibaba Group Holding 14-28.11.2021;Bonds;12;30.291195.000.0;10000.05-30.291195.000.0;15.09.2025;10000.05;-122201.53;-122201.53;-122201.53
30.06.2022;Coupon;USD;-122201.53;30.291195.000.0;3 1/8% Alibaba Group Holding 14-28.11.2021;Bonds;6;30.291195.000.0;10000.05-30.291195.000.0;15.09.2025;10000.05;-122201.53;-122201.53;-122201.53
31.12.2022;Coupon;USD;-122201.53;30.291195.000.0;3 1/8% Alibaba Group Holding 14-28.11.2021;Bonds;12;30.291195.000.0;10000.05-30.291195.000.0;15.09.2025;10000.05;-122201.53;-122201.53;-122201.53
30.06.2023;Coupon;USD;-122201.53;30.291195.000.0;3 1/8% Alibaba Group Holding 14-28.11.2021;Bonds;6;30.291195.000.0;10000.05-30.291195.000.0;15.09.2025;10000.05;-122201.53;-122201.53;-122201.53
31.12.2023;Coupon;USD;-122201.53;30.291195.000.0;3 1/8% Alibaba Group Holding 14-28.11.2021;Bonds;12;30.291195.000.0;10000.05-30.291195.000.0;15.09.2025;10000.05;-122201.53;-122201.53;-122201.53
30.06.2024;Coupon;USD;-122201.53;30.291195.000.0;3 1/8% Alibaba Group Holding 14-28.11.2021;Bonds;6;30.291195.000.0;10000.05-30.291195.000.0;15.09.2025;10000.05;-122201.53;-122201.53;-122201.53
31.12.2024;Coupon;USD;-122201.53;30.291195.000.0;3 1/8% Alibaba Group Holding 14-28.11.2021;Bonds;12;30.291195.000.0;10000.05-30.291195.000.0;15.09.2025;10000.05;-122201.53;-122201.53;-122201.53
30.06.2025;Coupon;USD;-122201.53;30.291195.000.0;3 1/8% Alibaba Group Holding 14-28.11.2021;Bonds;6;30.291195.000.0;10000.05-30.291195.000.0;15.09.2025;10000.05;-122201.53;-122201.53;-122201.53
31.12.2021;Coupon;USD;-11489.08;33.891647.000.0;2.273% Mizuho Fin Group 16-13.09.2021;Bonds;12;33.891647.000.0;10000.05-33.891647.000.0;15.09.2025;10000.05;-11489.08;-11489.08;-11489.08
30.06.2022;Coupon;USD;-11489.08;33.891647.000.0;2.273% Mizuho Fin Group 16-13.09.2021;Bonds;6;33.891647.000.0;10000.05-33.891647.000.0;15.09.2025;10000.05;-11489.08;-11489.08;-11489.08
31.12.2022;Coupon;USD;-11489.08;33.891647.000.0;2.273% Mizuho Fin Group 16-13.09.2021;Bonds;12;33.891647.000.0;10000.05-33.891647.000.0;15.09.2025;10000.05;-11489.08;-11489.08;-11489.08
30.06.2023;Coupon;USD;-11489.08;33.891647.000.0;2.273% Mizuho Fin Group 16-13.09.2021;Bonds;6;33.891647.000.0;10000.05-33.891647.000.0;15.09.2025;10000.05;-11489.08;-11489.08;-11489.08
31.12.2023;Coupon;USD;-11489.08;33.891647.000.0;2.273% Mizuho Fin Group 16-13.09.2021;Bonds;12;33.891647.000.0;10000.05-33.891647.000.0;15.09.2025;10000.05;-11489.08;-11489.08;-11489.08
30.06.2024;Coupon;USD;-11489.08;33.891647.000.0;2.273% Mizuho Fin Group 16-13.09.2021;Bonds;6;33.891647.000.0;10000.05-33.891647.000.0;15.09.2025;10000.05;-11489.08;-11489.08;-11489.08
31.12.2024;Coupon;USD;-11489.08;33.891647.000.0;2.273% Mizuho Fin Group 16-13.09.2021;Bonds;12;33.891647.000.0;10000.05-33.891647.000.0;15.09.2025;10000.05;-11489.08;-11489.08;-11489.08
30.06.2025;Coupon;USD;-11489.08;33.891647.000.0;2.273% Mizuho Fin Group 16-13.09.2021;Bonds;6;33.891647.000.0;10000.05-33.891647.000.0;15.09.2025;10000.05;-11489.08;-11489.08;-11489.08
31.10.2009;Redemption;USD;1065113.89;49.920281.000.0;2.65% Enel Finance 19-10.09.2024;Bonds;10;49.920281.000.0;10000.05-49.920281.000.0;15.09.2025;10000.05;1065113.89;1065113.89;1065113.89
30.09.2021;Dividend;EUR;-13436.69;  .341960.000.0;Münchener Rückversicherung N;Other positions;9;  .341960.000.0;10000.07-  .341960.000.0;15.09.2025;10000.07;-13436.69;-13436.69;-11421.19
31.12.2021;Dividend;EUR;-13436.69;  .341960.000.0;Münchener Rückversicherung N;Other positions;12;  .341960.000.0;10000.07-  .341960.000.0;15.09.2025;10000.07;-13436.69;-13436.69;-11421.19
31.03.2022;Dividend;EUR;-13436.69;  .341960.000.0;Münchener Rückversicherung N;Other positions;3;  .341960.000.0;10000.07-  .341960.000.0;15.09.2025;10000.07;-13436.69;-13436.69;-11421.19
30.06.2022;Dividend;EUR;-13436.69;  .341960.000.0;Münchener Rückversicherung N;Other positions;6;  .341960.000.0;10000.07-  .341960.000.0;15.09.2025;10000.07;-13436.69;-13436.69;-11421.19
30.09.2022;Dividend;EUR;-13436.69;  .341960.000.0;Münchener Rückversicherung N;Other positions;9;  .341960.000.0;10000.07-  .341960.000.0;15.09.2025;10000.07;-13436.69;-13436.69;-11421.19
31.12.2022;Dividend;EUR;-13436.69;  .341960.000.0;Münchener Rückversicherung N;Other positions;12;  .341960.000.0;10000.07-  .341960.000.0;15.09.2025;10000.07;-13436.69;-13436.69;-11421.19
31.03.2023;Dividend;EUR;-13436.69;  .341960.000.0;Münchener Rückversicherung N;Other positions;3;  .341960.000.0;10000.07-  .341960.000.0;15.09.2025;10000.07;-13436.69;-13436.69;-11421.19
30.06.2023;Dividend;EUR;-13436.69;  .341960.000.0;Münchener Rückversicherung N;Other positions;6;  .341960.000.0;10000.07-  .341960.000.0;15.09.2025;10000.07;-13436.69;-13436.69;-11421.19
30.09.2023;Dividend;EUR;-13436.69;  .341960.000.0;Münchener Rückversicherung N;Other positions;9;  .341960.000.0;10000.07-  .341960.000.0;15.09.2025;10000.07;-13436.69;-13436.69;-11421.19
31.12.2023;Dividend;EUR;-13436.69;  .341960.000.0;Münchener Rückversicherung N;Other positions;12;  .341960.000.0;10000.07-  .341960.000.0;15.09.2025;10000.07;-13436.69;-13436.69;-11421.19
31.03.2024;Dividend;EUR;-13436.69;  .341960.000.0;Münchener Rückversicherung N;Other positions;3;  .341960.000.0;10000.07-  .341960.000.0;15.09.2025;10000.07;-13436.69;-13436.69;-11421.19
30.06.2024;Dividend;EUR;-13436.69;  .341960.000.0;Münchener Rückversicherung N;Other positions;6;  .341960.000.0;10000.07-  .341960.000.0;15.09.2025;10000.07;-13436.69;-13436.69;-11421.19
30.09.2024;Dividend;EUR;-13436.69;  .341960.000.0;Münchener Rückversicherung N;Other positions;9;  .341960.000.0;10000.07-  .341960.000.0;15.09.2025;10000.07;-13436.69;-13436.69;-11421.19
31.12.2024;Dividend;EUR;-13436.69;  .341960.000.0;Münchener Rückversicherung N;Other positions;12;  .341960.000.0;10000.07-  .341960.000.0;15.09.2025;10000.07;-13436.69;-13436.69;-11421.19
31.03.2025;Dividend;EUR;-13436.69;  .341960.000.0;Münchener Rückversicherung N;Other positions;3;  .341960.000.0;10000.07-  .341960.000.0;15.09.2025;10000.07;-13436.69;-13436.69;-11421.19
30.06.2025;Dividend;EUR;-13436.69;  .341960.000.0;Münchener Rückversicherung N;Other positions;6;  .341960.000.0;10000.07-  .341960.000.0;15.09.2025;10000.07;-13436.69;-13436.69;-11421.19
31.12.2021;Coupon;USD;-8794.73;26.807339.000.0;5 1/2% Dominikanische Rep 15-27.01.2025;Bonds;12;26.807339.000.0;10000.37-26.807339.000.0;15.09.2025;10000.37;-8794.73;-8794.73;-8794.73
30.06.2022;Coupon;USD;-8794.73;26.807339.000.0;5 1/2% Dominikanische Rep 15-27.01.2025;Bonds;6;26.807339.000.0;10000.37-26.807339.000.0;15.09.2025;10000.37;-8794.73;-8794.73;-8794.73
31.12.2022;Coupon;USD;-8794.73;26.807339.000.0;5 1/2% Dominikanische Rep 15-27.01.2025;Bonds;12;26.807339.000.0;10000.37-26.807339.000.0;15.09.2025;10000.37;-8794.73;-8794.73;-8794.73
30.06.2023;Coupon;USD;-8794.73;26.807339.000.0;5 1/2% Dominikanische Rep 15-27.01.2025;Bonds;6;26.807339.000.0;10000.37-26.807339.000.0;15.09.2025;10000.37;-8794.73;-8794.73;-8794.73
31.12.2023;Coupon;USD;-8794.73;26.807339.000.0;5 1/2% Dominikanische Rep 15-27.01.2025;Bonds;12;26.807339.000.0;10000.37-26.807339.000.0;15.09.2025;10000.37;-8794.73;-8794.73;-8794.73
30.06.2024;Coupon;USD;-8794.73;26.807339.000.0;5 1/2% Dominikanische Rep 15-27.01.2025;Bonds;6;26.807339.000.0;10000.37-26.807339.000.0;15.09.2025;10000.37;-8794.73;-8794.73;-8794.73
31.12.2024;Coupon;USD;-8794.73;26.807339.000.0;5 1/2% Dominikanische Rep 15-27.01.2025;Bonds;12;26.807339.000.0;10000.37-26.807339.000.0;15.09.2025;10000.37;-8794.73;-8794.73;-8794.73
30.06.2025;Coupon;USD;-8794.73;26.807339.000.0;5 1/2% Dominikanische Rep 15-27.01.2025;Bonds;6;26.807339.000.0;10000.37-26.807339.000.0;15.09.2025;10000.37;-8794.73;-8794.73;-8794.73
31.12.2021;Coupon;USD;-9146.48;29.031932.000.0;4 1/2% Pemex 16-23.01.2026;Bonds;12;29.031932.000.0;10000.37-29.031932.000.0;15.09.2025;10000.37;-9146.48;-9146.48;-9146.48
30.06.2022;Coupon;USD;-9146.48;29.031932.000.0;4 1/2% Pemex 16-23.01.2026;Bonds;6;29.031932.000.0;10000.37-29.031932.000.0;15.09.2025;10000.37;-9146.48;-9146.48;-9146.48
31.12.2022;Coupon;USD;-9146.48;29.031932.000.0;4 1/2% Pemex 16-23.01.2026;Bonds;12;29.031932.000.0;10000.37-29.031932.000.0;15.09.2025;10000.37;-9146.48;-9146.48;-9146.48
30.06.2023;Coupon;USD;-9146.48;29.031932.000.0;4 1/2% Pemex 16-23.01.2026;Bonds;6;29.031932.000.0;10000.37-29.031932.000.0;15.09.2025;10000.37;-9146.48;-9146.48;-9146.48
31.12.2023;Coupon;USD;-9146.48;29.031932.000.0;4 1/2% Pemex 16-23.01.2026;Bonds;12;29.031932.000.0;10000.37-29.031932.000.0;15.09.2025;10000.37;-9146.48;-9146.48;-9146.48
30.06.2024;Coupon;USD;-9146.48;29.031932.000.0;4 1/2% Pemex 16-23.01.2026;Bonds;6;29.031932.000.0;10000.37-29.031932.000.0;15.09.2025;10000.37;-9146.48;-9146.48;-9146.48
31.12.2024;Coupon;USD;-9146.48;29.031932.000.0;4 1/2% Pemex 16-23.01.2026;Bonds;12;29.031932.000.0;10000.37-29.031932.000.0;15.09.2025;10000.37;-9146.48;-9146.48;-9146.48
30.06.2025;Coupon;USD;-9146.48;29.031932.000.0;4 1/2% Pemex 16-23.01.2026;Bonds;6;29.031932.000.0;10000.37-29.031932.000.0;15.09.2025;10000.37;-9146.48;-9146.48;-9146.48
31.12.2021;Coupon;USD;-32197.19;41.384309.000.0;4 7/8% Banco do Brasil 18-19.04.2023;Bonds;12;41.384309.000.0;10000.37-41.384309.000.0;15.09.2025;10000.37;-32197.19;-32197.19;-32197.19
30.06.2022;Coupon;USD;-32197.19;41.384309.000.0;4 7/8% Banco do Brasil 18-19.04.2023;Bonds;6;41.384309.000.0;10000.37-41.384309.000.0;15.09.2025;10000.37;-32197.19;-32197.19;-32197.19
31.12.2022;Coupon;USD;-32197.19;41.384309.000.0;4 7/8% Banco do Brasil 18-19.04.2023;Bonds;12;41.384309.000.0;10000.37-41.384309.000.0;15.09.2025;10000.37;-32197.19;-32197.19;-32197.19
30.06.2023;Coupon;USD;-32197.19;41.384309.000.0;4 7/8% Banco do Brasil 18-19.04.2023;Bonds;6;41.384309.000.0;10000.37-41.384309.000.0;15.09.2025;10000.37;-32197.19;-32197.19;-32197.19
31.12.2023;Coupon;USD;-32197.19;41.384309.000.0;4 7/8% Banco do Brasil 18-19.04.2023;Bonds;12;41.384309.000.0;10000.37-41.384309.000.0;15.09.2025;10000.37;-32197.19;-32197.19;-32197.19
30.06.2024;Coupon;USD;-32197.19;41.384309.000.0;4 7/8% Banco do Brasil 18-19.04.2023;Bonds;6;41.384309.000.0;10000.37-41.384309.000.0;15.09.2025;10000.37;-32197.19;-32197.19;-32197.19
31.12.2024;Coupon;USD;-32197.19;41.384309.000.0;4 7/8% Banco do Brasil 18-19.04.2023;Bonds;12;41.384309.000.0;10000.37-41.384309.000.0;15.09.2025;10000.37;-32197.19;-32197.19;-32197.19
30.06.2025;Coupon;USD;-32197.19;41.384309.000.0;4 7/8% Banco do Brasil 18-19.04.2023;Bonds;6;41.384309.000.0;10000.37-41.384309.000.0;15.09.2025;10000.37;-32197.19;-32197.19;-32197.19
31.12.2021;Coupon;USD;-19182.03;49.149176.000.0;5.95% Greenko Solar 19-29.07.2026;Bonds;12;49.149176.000.0;10000.37-49.149176.000.0;15.09.2025;10000.37;-19182.03;-19182.03;-19182.03
30.06.2022;Coupon;USD;-19182.03;49.149176.000.0;5.95% Greenko Solar 19-29.07.2026;Bonds;6;49.149176.000.0;10000.37-49.149176.000.0;15.09.2025;10000.37;-19182.03;-19182.03;-19182.03
31.12.2022;Coupon;USD;-19182.03;49.149176.000.0;5.95% Greenko Solar 19-29.07.2026;Bonds;12;49.149176.000.0;10000.37-49.149176.000.0;15.09.2025;10000.37;-19182.03;-19182.03;-19182.03
30.06.2023;Coupon;USD;-19182.03;49.149176.000.0;5.95% Greenko Solar 19-29.07.2026;Bonds;6;49.149176.000.0;10000.37-49.149176.000.0;15.09.2025;10000.37;-19182.03;-19182.03;-19182.03
31.12.2023;Coupon;USD;-19182.03;49.149176.000.0;5.95% Greenko Solar 19-29.07.2026;Bonds;12;49.149176.000.0;10000.37-49.149176.000.0;15.09.2025;10000.37;-19182.03;-19182.03;-19182.03
30.06.2024;Coupon;USD;-19182.03;49.149176.000.0;5.95% Greenko Solar 19-29.07.2026;Bonds;6;49.149176.000.0;10000.37-49.149176.000.0;15.09.2025;10000.37;-19182.03;-19182.03;-19182.03
31.12.2024;Coupon;USD;-19182.03;49.149176.000.0;5.95% Greenko Solar 19-29.07.2026;Bonds;12;49.149176.000.0;10000.37-49.149176.000.0;15.09.2025;10000.37;-19182.03;-19182.03;-19182.03
30.06.2025;Coupon;USD;-19182.03;49.149176.000.0;5.95% Greenko Solar 19-29.07.2026;Bonds;6;49.149176.000.0;10000.37-49.149176.000.0;15.09.2025;10000.37;-19182.03;-19182.03;-19182.03
31.12.2021;Coupon;USD;-34669.73;54.164741.000.0;5 3/8% Bco Santander Mexico 20-17.04.2025;Bonds;12;54.164741.000.0;10000.37-54.164741.000.0;15.09.2025;10000.37;-34669.73;-34669.73;-34669.73
30.06.2022;Coupon;USD;-34669.73;54.164741.000.0;5 3/8% Bco Santander Mexico 20-17.04.2025;Bonds;6;54.164741.000.0;10000.37-54.164741.000.0;15.09.2025;10000.37;-34669.73;-34669.73;-34669.73
31.12.2022;Coupon;USD;-34669.73;54.164741.000.0;5 3/8% Bco Santander Mexico 20-17.04.2025;Bonds;12;54.164741.000.0;10000.37-54.164741.000.0;15.09.2025;10000.37;-34669.73;-34669.73;-34669.73
30.06.2023;Coupon;USD;-34669.73;54.164741.000.0;5 3/8% Bco Santander Mexico 20-17.04.2025;Bonds;6;54.164741.000.0;10000.37-54.164741.000.0;15.09.2025;10000.37;-34669.73;-34669.73;-34669.73
31.12.2023;Coupon;USD;-34669.73;54.164741.000.0;5 3/8% Bco Santander Mexico 20-17.04.2025;Bonds;12;54.164741.000.0;10000.37-54.164741.000.0;15.09.2025;10000.37;-34669.73;-34669.73;-34669.73
30.06.2024;Coupon;USD;-34669.73;54.164741.000.0;5 3/8% Bco Santander Mexico 20-17.04.2025;Bonds;6;54.164741.000.0;10000.37-54.164741.000.0;15.09.2025;10000.37;-34669.73;-34669.73;-34669.73
31.12.2024;Coupon;USD;-34669.73;54.164741.000.0;5 3/8% Bco Santander Mexico 20-17.04.2025;Bonds;12;54.164741.000.0;10000.37-54.164741.000.0;15.09.2025;10000.37;-34669.73;-34669.73;-34669.73
30.06.2025;Coupon;USD;-34669.73;54.164741.000.0;5 3/8% Bco Santander Mexico 20-17.04.2025;Bonds;6;54.164741.000.0;10000.37-54.164741.000.0;15.09.2025;10000.37;-34669.73;-34669.73;-34669.73
31.12.2021;Coupon;USD;-28485.15;35.311606.000.0;2.82% Deutsche Telekom Intl 17-19.01.2022;Bonds;12;35.311606.000.0;10000.05-35.311606.000.0;15.09.2025;10000.05;-28485.15;-28485.15;-28485.15
30.06.2022;Coupon;USD;-28485.15;35.311606.000.0;2.82% Deutsche Telekom Intl 17-19.01.2022;Bonds;6;35.311606.000.0;10000.05-35.311606.000.0;15.09.2025;10000.05;-28485.15;-28485.15;-28485.15
31.12.2022;Coupon;USD;-28485.15;35.311606.000.0;2.82% Deutsche Telekom Intl 17-19.01.2022;Bonds;12;35.311606.000.0;10000.05-35.311606.000.0;15.09.2025;10000.05;-28485.15;-28485.15;-28485.15
30.06.2023;Coupon;USD;-28485.15;35.311606.000.0;2.82% Deutsche Telekom Intl 17-19.01.2022;Bonds;6;35.311606.000.0;10000.05-35.311606.000.0;15.09.2025;10000.05;-28485.15;-28485.15;-28485.15
31.12.2023;Coupon;USD;-28485.15;35.311606.000.0;2.82% Deutsche Telekom Intl 17-19.01.2022;Bonds;12;35.311606.000.0;10000.05-35.311606.000.0;15.09.2025;10000.05;-28485.15;-28485.15;-28485.15
30.06.2024;Coupon;USD;-28485.15;35.311606.000.0;2.82% Deutsche Telekom Intl 17-19.01.2022;Bonds;6;35.311606.000.0;10000.05-35.311606.000.0;15.09.2025;10000.05;-28485.15;-28485.15;-28485.15
31.12.2024;Coupon;USD;-28485.15;35.311606.000.0;2.82% Deutsche Telekom Intl 17-19.01.2022;Bonds;12;35.311606.000.0;10000.05-35.311606.000.0;15.09.2025;10000.05;-28485.15;-28485.15;-28485.15
30.06.2025;Coupon;USD;-28485.15;35.311606.000.0;2.82% Deutsche Telekom Intl 17-19.01.2022;Bonds;6;35.311606.000.0;10000.05-35.311606.000.0;15.09.2025;10000.05;-28485.15;-28485.15;-28485.15
31.12.2021;Coupon;USD;-21154.11;48.661697.000.0;2 1/2% Bank of Montreal 19-28.06.2024;Bonds;12;48.661697.000.0;10000.05-48.661697.000.0;15.09.2025;10000.05;-21154.11;-21154.11;-21154.11
30.06.2022;Coupon;USD;-21154.11;48.661697.000.0;2 1/2% Bank of Montreal 19-28.06.2024;Bonds;6;48.661697.000.0;10000.05-48.661697.000.0;15.09.2025;10000.05;-21154.11;-21154.11;-21154.11
31.12.2022;Coupon;USD;-21154.11;48.661697.000.0;2 1/2% Bank of Montreal 19-28.06.2024;Bonds;12;48.661697.000.0;10000.05-48.661697.000.0;15.09.2025;10000.05;-21154.11;-21154.11;-21154.11
30.06.2023;Coupon;USD;-21154.11;48.661697.000.0;2 1/2% Bank of Montreal 19-28.06.2024;Bonds;6;48.661697.000.0;10000.05-48.661697.000.0;15.09.2025;10000.05;-21154.11;-21154.11;-21154.11
31.12.2023;Coupon;USD;-21154.11;48.661697.000.0;2 1/2% Bank of Montreal 19-28.06.2024;Bonds;12;48.661697.000.0;10000.05-48.661697.000.0;15.09.2025;10000.05;-21154.11;-21154.11;-21154.11
30.06.2024;Coupon;USD;-21154.11;48.661697.000.0;2 1/2% Bank of Montreal 19-28.06.2024;Bonds;6;48.661697.000.0;10000.05-48.661697.000.0;15.09.2025;10000.05;-21154.11;-21154.11;-21154.11
31.12.2024;Coupon;USD;-21154.11;48.661697.000.0;2 1/2% Bank of Montreal 19-28.06.2024;Bonds;12;48.661697.000.0;10000.05-48.661697.000.0;15.09.2025;10000.05;-21154.11;-21154.11;-21154.11
30.06.2025;Coupon;USD;-21154.11;48.661697.000.0;2 1/2% Bank of Montreal 19-28.06.2024;Bonds;6;48.661697.000.0;10000.05-48.661697.000.0;15.09.2025;10000.05;-21154.11;-21154.11;-21154.11
31.12.2021;Coupon;USD;-11410.45;52.665870.000.0;2.193% Mitsubishi UFJ 20-25.02.2025;Bonds;12;52.665870.000.0;10000.05-52.665870.000.0;15.09.2025;10000.05;-11410.45;-11410.45;-11410.45
30.06.2022;Coupon;USD;-11410.45;52.665870.000.0;2.193% Mitsubishi UFJ 20-25.02.2025;Bonds;6;52.665870.000.0;10000.05-52.665870.000.0;15.09.2025;10000.05;-11410.45;-11410.45;-11410.45
31.12.2022;Coupon;USD;-11410.45;52.665870.000.0;2.193% Mitsubishi UFJ 20-25.02.2025;Bonds;12;52.665870.000.0;10000.05-52.665870.000.0;15.09.2025;10000.05;-11410.45;-11410.45;-11410.45
30.06.2023;Coupon;USD;-11410.45;52.665870.000.0;2.193% Mitsubishi UFJ 20-25.02.2025;Bonds;6;52.665870.000.0;10000.05-52.665870.000.0;15.09.2025;10000.05;-11410.45;-11410.45;-11410.45
31.12.2023;Coupon;USD;-11410.45;52.665870.000.0;2.193% Mitsubishi UFJ 20-25.02.2025;Bonds;12;52.665870.000.0;10000.05-52.665870.000.0;15.09.2025;10000.05;-11410.45;-11410.45;-11410.45
30.06.2024;Coupon;USD;-11410.45;52.665870.000.0;2.193% Mitsubishi UFJ 20-25.02.2025;Bonds;6;52.665870.000.0;10000.05-52.665870.000.0;15.09.2025;10000.05;-11410.45;-11410.45;-11410.45
31.12.2024;Coupon;USD;-11410.45;52.665870.000.0;2.193% Mitsubishi UFJ 20-25.02.2025;Bonds;12;52.665870.000.0;10000.05-52.665870.000.0;15.09.2025;10000.05;-11410.45;-11410.45;-11410.45
30.06.2025;Coupon;USD;-11410.45;52.665870.000.0;2.193% Mitsubishi UFJ 20-25.02.2025;Bonds;6;52.665870.000.0;10000.05-52.665870.000.0;15.09.2025;10000.05;-11410.45;-11410.45;-11410.45
31.08.2007;Redemption;USD;1525393.67;55.754944.000.0;1.474% Sumitomo Mitsui Fin 20-08.07.2025;Bonds;8;55.754944.000.0;10000.05-55.754944.000.0;15.09.2025;10000.05;1525393.67;1525393.67;1525393.67
30.09.2021;Dividend;CHF;-1436.3;  .KK-CHF.000.0.10000.07;Current Account CHF;Other positions;9;  .KK-CHF.000.0.10000.07;10000.07-  .KK-CHF.000.0.10000.07;15.09.2025;10000.07;-1436.3;-1436.3;-1220.86
31.12.2021;Dividend;CHF;-1436.3;  .KK-CHF.000.0.10000.07;Current Account CHF;Other positions;12;  .KK-CHF.000.0.10000.07;10000.07-  .KK-CHF.000.0.10000.07;15.09.2025;10000.07;-1436.3;-1436.3;-1220.86
31.03.2022;Dividend;CHF;-1436.3;  .KK-CHF.000.0.10000.07;Current Account CHF;Other positions;3;  .KK-CHF.000.0.10000.07;10000.07-  .KK-CHF.000.0.10000.07;15.09.2025;10000.07;-1436.3;-1436.3;-1220.86
30.06.2022;Dividend;CHF;-1436.3;  .KK-CHF.000.0.10000.07;Current Account CHF;Other positions;6;  .KK-CHF.000.0.10000.07;10000.07-  .KK-CHF.000.0.10000.07;15.09.2025;10000.07;-1436.3;-1436.3;-1220.86
30.09.2022;Dividend;CHF;-1436.3;  .KK-CHF.000.0.10000.07;Current Account CHF;Other positions;9;  .KK-CHF.000.0.10000.07;10000.07-  .KK-CHF.000.0.10000.07;15.09.2025;10000.07;-1436.3;-1436.3;-1220.86
31.12.2022;Dividend;CHF;-1436.3;  .KK-CHF.000.0.10000.07;Current Account CHF;Other positions;12;  .KK-CHF.000.0.10000.07;10000.07-  .KK-CHF.000.0.10000.07;15.09.2025;10000.07;-1436.3;-1436.3;-1220.86
31.03.2023;Dividend;CHF;-1436.3;  .KK-CHF.000.0.10000.07;Current Account CHF;Other positions;3;  .KK-CHF.000.0.10000.07;10000.07-  .KK-CHF.000.0.10000.07;15.09.2025;10000.07;-1436.3;-1436.3;-1220.86
