Ticket date;Transaction;Transaction number;Amount;Position;Identification number;Accounting;Price;Value in evaluation currency;Portfolio number;Booking date;Value date;Purchase date;Portfolio instrument number;Position instrument number;Evaluation date;Transaction value in evaluation currency;Transaction interest in evaluation currency;Transaction fees in evaluation currency;Transaction duties and taxes in evaluation currency;Fee basis in evaluation currency;Transaction holding position;Transaction holding amount;Transaction counterparty position;Transaction counterparty currency;Transaction counterparty amount;Transaction holding identification number;Transaction counterparty identification number;Value;Currency;Transaction holding currency
31.12.2024;Transaction fees;10000.37-20241231-TF1-28.697788.000.0;10.69;Common expenses account;;Transaction fees;1;10.69;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-10.69;0;10.69;0;-10.69;Common expenses account;10.69;Current Account USD;USD;-10.69;EXP-;;10.69;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-28.954494.000.0;4;Common expenses account;;Transaction fees;1;4;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-4;0;4;0;-4;Common expenses account;4;Current Account USD;USD;-4;EXP-;;4;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-29.031932.000.0;2.74;Common expenses account;;Transaction fees;1;2.74;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-2.74;0;2.74;0;-2.74;Common expenses account;2.74;Current Account USD;USD;-2.74;EXP-;;2.74;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-30.453100.000.0;8.18;Common expenses account;;Transaction fees;1;8.18;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-8.18;0;8.18;0;-8.18;Common expenses account;8.18;Current Account USD;USD;-8.18;EXP-;;8.18;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-31.446301.000.0;10.89;Common expenses account;;Transaction fees;1;10.89;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-10.89;0;10.89;0;-10.89;Common expenses account;10.89;Current Account USD;USD;-10.89;EXP-;;10.89;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-32.212993.000.0;2.37;Common expenses account;;Transaction fees;1;2.37;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-2.37;0;2.37;0;-2.37;Common expenses account;2.37;Current Account USD;USD;-2.37;EXP-;;2.37;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-33.120765.000.0;4.55;Common expenses account;;Transaction fees;1;4.55;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-4.55;0;4.55;0;-4.55;Common expenses account;4.55;Current Account USD;USD;-4.55;EXP-;;4.55;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-33.923459.000.0;2.24;Common expenses account;;Transaction fees;1;2.24;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-2.24;0;2.24;0;-2.24;Common expenses account;2.24;Current Account USD;USD;-2.24;EXP-;;2.24;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-34.005845.000.0;1.67;Common expenses account;;Transaction fees;1;1.67;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-1.67;0;1.67;0;-1.67;Common expenses account;1.67;Current Account USD;USD;-1.67;EXP-;;1.67;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-36.943635.000.0;5.3;Common expenses account;;Transaction fees;1;5.3;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-5.3;0;5.3;0;-5.3;Common expenses account;5.3;Current Account USD;USD;-5.3;EXP-;;5.3;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-38.367688.000.0;8.29;Common expenses account;;Transaction fees;1;8.29;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-8.29;0;8.29;0;-8.29;Common expenses account;8.29;Current Account USD;USD;-8.29;EXP-;;8.29;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-38.488193.000.0;4.68;Common expenses account;;Transaction fees;1;4.68;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-4.68;0;4.68;0;-4.68;Common expenses account;4.68;Current Account USD;USD;-4.68;EXP-;;4.68;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-38.550834.000.0;4.72;Common expenses account;;Transaction fees;1;4.72;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-4.72;0;4.72;0;-4.72;Common expenses account;4.72;Current Account USD;USD;-4.72;EXP-;;4.72;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-38.599545.000.0;2.76;Common expenses account;;Transaction fees;1;2.76;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-2.76;0;2.76;0;-2.76;Common expenses account;2.76;Current Account USD;USD;-2.76;EXP-;;2.76;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-39.103781.000.0;4.54;Common expenses account;;Transaction fees;1;4.54;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-4.54;0;4.54;0;-4.54;Common expenses account;4.54;Current Account USD;USD;-4.54;EXP-;;4.54;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-39.437251.000.0;9.14;Common expenses account;;Transaction fees;1;9.14;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-9.14;0;9.14;0;-9.14;Common expenses account;9.14;Current Account USD;USD;-9.14;EXP-;;9.14;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-39.463178.000.0;4.73;Common expenses account;;Transaction fees;1;4.73;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-4.73;0;4.73;0;-4.73;Common expenses account;4.73;Current Account USD;USD;-4.73;EXP-;;4.73;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-39.878431.000.0;7.54;Common expenses account;;Transaction fees;1;7.54;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-7.54;0;7.54;0;-7.54;Common expenses account;7.54;Current Account USD;USD;-7.54;EXP-;;7.54;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-41.758541.000.0;8.87;Common expenses account;;Transaction fees;1;8.87;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-8.87;0;8.87;0;-8.87;Common expenses account;8.87;Current Account USD;USD;-8.87;EXP-;;8.87;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-42.177803.000.0;4.81;Common expenses account;;Transaction fees;1;4.81;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-4.81;0;4.81;0;-4.81;Common expenses account;4.81;Current Account USD;USD;-4.81;EXP-;;4.81;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-44.636390.000.0;8.02;Common expenses account;;Transaction fees;1;8.02;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-8.02;0;8.02;0;-8.02;Common expenses account;8.02;Current Account USD;USD;-8.02;EXP-;;8.02;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-46.360158.000.0;6.1;Common expenses account;;Transaction fees;1;6.1;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-6.1;0;6.1;0;-6.1;Common expenses account;6.1;Current Account USD;USD;-6.1;EXP-;;6.1;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-49.149176.000.0;5.75;Common expenses account;;Transaction fees;1;5.75;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-5.75;0;5.75;0;-5.75;Common expenses account;5.75;Current Account USD;USD;-5.75;EXP-;;5.75;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-49.263329.000.0;7.51;Common expenses account;;Transaction fees;1;7.51;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-7.51;0;7.51;0;-7.51;Common expenses account;7.51;Current Account USD;USD;-7.51;EXP-;;7.51;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-52.470521.000.0;5.07;Common expenses account;;Transaction fees;1;5.07;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-5.07;0;5.07;0;-5.07;Common expenses account;5.07;Current Account USD;USD;-5.07;EXP-;;5.07;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-54.164741.000.0;10.4;Common expenses account;;Transaction fees;1;10.4;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-10.4;0;10.4;0;-10.4;Common expenses account;10.4;Current Account USD;USD;-10.4;EXP-;;10.4;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-54.254781.000.0;5.06;Common expenses account;;Transaction fees;1;5.06;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-5.06;0;5.06;0;-5.06;Common expenses account;5.06;Current Account USD;USD;-5.06;EXP-;;5.06;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-54.403356.000.0;5.65;Common expenses account;;Transaction fees;1;5.65;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-5.65;0;5.65;0;-5.65;Common expenses account;5.65;Current Account USD;USD;-5.65;EXP-;;5.65;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-54.747326.000.0;5.3;Common expenses account;;Transaction fees;1;5.3;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-5.3;0;5.3;0;-5.3;Common expenses account;5.3;Current Account USD;USD;-5.3;EXP-;;5.3;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-54.777005.000.0;6.78;Common expenses account;;Transaction fees;1;6.78;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-6.78;0;6.78;0;-6.78;Common expenses account;6.78;Current Account USD;USD;-6.78;EXP-;;6.78;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-54.926961.000.0;9.46;Common expenses account;;Transaction fees;1;9.46;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-9.46;0;9.46;0;-9.46;Common expenses account;9.46;Current Account USD;USD;-9.46;EXP-;;9.46;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-55.178013.000.0;3.22;Common expenses account;;Transaction fees;1;3.22;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-3.22;0;3.22;0;-3.22;Common expenses account;3.22;Current Account USD;USD;-3.22;EXP-;;3.22;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-55.268134.000.0;4.2;Common expenses account;;Transaction fees;1;4.2;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-4.2;0;4.2;0;-4.2;Common expenses account;4.2;Current Account USD;USD;-4.2;EXP-;;4.2;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF1-55.349841.000.0;3.07;Common expenses account;;Transaction fees;1;3.07;10000.37;31.12.2024;31.12.2024;;-10000.37;EXP-;31.12.2024;-3.07;0;3.07;0;-3.07;Common expenses account;3.07;Current Account USD;USD;-3.07;EXP-;;3.07;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-  .957543.000.0;-11.81;Current Account USD;;Counterparty holding;1;-11.81;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-11.81;0;11.81;0;-11.81;Common expenses account;11.81;Current Account USD;USD;-11.81;EXP-;;-11.81;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-11.282155.000.0;-3.6;Current Account USD;;Counterparty holding;1;-3.6;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-3.6;0;3.6;0;-3.6;Common expenses account;3.6;Current Account USD;USD;-3.6;EXP-;;-3.6;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-12.094060.000.0;-4.58;Current Account USD;;Counterparty holding;1;-4.58;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-4.58;0;4.58;0;-4.58;Common expenses account;4.58;Current Account USD;USD;-4.58;EXP-;;-4.58;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-21.256942.000.0;-8.17;Current Account USD;;Counterparty holding;1;-8.17;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-8.17;0;8.17;0;-8.17;Common expenses account;8.17;Current Account USD;USD;-8.17;EXP-;;-8.17;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-26.700955.000.0;-9.51;Current Account USD;;Counterparty holding;1;-9.51;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-9.51;0;9.51;0;-9.51;Common expenses account;9.51;Current Account USD;USD;-9.51;EXP-;;-9.51;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-26.807339.000.0;-2.64;Current Account USD;;Counterparty holding;1;-2.64;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-2.64;0;2.64;0;-2.64;Common expenses account;2.64;Current Account USD;USD;-2.64;EXP-;;-2.64;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-28.697788.000.0;-10.69;Current Account USD;;Counterparty holding;1;-10.69;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-10.69;0;10.69;0;-10.69;Common expenses account;10.69;Current Account USD;USD;-10.69;EXP-;;-10.69;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-28.954494.000.0;-4;Current Account USD;;Counterparty holding;1;-4;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-4;0;4;0;-4;Common expenses account;4;Current Account USD;USD;-4;EXP-;;-4;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-29.031932.000.0;-2.74;Current Account USD;;Counterparty holding;1;-2.74;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-2.74;0;2.74;0;-2.74;Common expenses account;2.74;Current Account USD;USD;-2.74;EXP-;;-2.74;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-30.453100.000.0;-8.18;Current Account USD;;Counterparty holding;1;-8.18;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-8.18;0;8.18;0;-8.18;Common expenses account;8.18;Current Account USD;USD;-8.18;EXP-;;-8.18;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-31.446301.000.0;-10.89;Current Account USD;;Counterparty holding;1;-10.89;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-10.89;0;10.89;0;-10.89;Common expenses account;10.89;Current Account USD;USD;-10.89;EXP-;;-10.89;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-32.212993.000.0;-2.37;Current Account USD;;Counterparty holding;1;-2.37;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-2.37;0;2.37;0;-2.37;Common expenses account;2.37;Current Account USD;USD;-2.37;EXP-;;-2.37;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-33.120765.000.0;-4.55;Current Account USD;;Counterparty holding;1;-4.55;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-4.55;0;4.55;0;-4.55;Common expenses account;4.55;Current Account USD;USD;-4.55;EXP-;;-4.55;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-33.923459.000.0;-2.24;Current Account USD;;Counterparty holding;1;-2.24;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-2.24;0;2.24;0;-2.24;Common expenses account;2.24;Current Account USD;USD;-2.24;EXP-;;-2.24;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-34.005845.000.0;-1.67;Current Account USD;;Counterparty holding;1;-1.67;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-1.67;0;1.67;0;-1.67;Common expenses account;1.67;Current Account USD;USD;-1.67;EXP-;;-1.67;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-36.943635.000.0;-5.3;Current Account USD;;Counterparty holding;1;-5.3;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-5.3;0;5.3;0;-5.3;Common expenses account;5.3;Current Account USD;USD;-5.3;EXP-;;-5.3;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-38.367688.000.0;-8.29;Current Account USD;;Counterparty holding;1;-8.29;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-8.29;0;8.29;0;-8.29;Common expenses account;8.29;Current Account USD;USD;-8.29;EXP-;;-8.29;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-38.488193.000.0;-4.68;Current Account USD;;Counterparty holding;1;-4.68;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-4.68;0;4.68;0;-4.68;Common expenses account;4.68;Current Account USD;USD;-4.68;EXP-;;-4.68;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-38.550834.000.0;-4.72;Current Account USD;;Counterparty holding;1;-4.72;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-4.72;0;4.72;0;-4.72;Common expenses account;4.72;Current Account USD;USD;-4.72;EXP-;;-4.72;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-38.599545.000.0;-2.76;Current Account USD;;Counterparty holding;1;-2.76;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-2.76;0;2.76;0;-2.76;Common expenses account;2.76;Current Account USD;USD;-2.76;EXP-;;-2.76;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-39.103781.000.0;-4.54;Current Account USD;;Counterparty holding;1;-4.54;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-4.54;0;4.54;0;-4.54;Common expenses account;4.54;Current Account USD;USD;-4.54;EXP-;;-4.54;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-39.437251.000.0;-9.14;Current Account USD;;Counterparty holding;1;-9.14;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-9.14;0;9.14;0;-9.14;Common expenses account;9.14;Current Account USD;USD;-9.14;EXP-;;-9.14;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-39.463178.000.0;-4.73;Current Account USD;;Counterparty holding;1;-4.73;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-4.73;0;4.73;0;-4.73;Common expenses account;4.73;Current Account USD;USD;-4.73;EXP-;;-4.73;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-39.878431.000.0;-7.54;Current Account USD;;Counterparty holding;1;-7.54;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-7.54;0;7.54;0;-7.54;Common expenses account;7.54;Current Account USD;USD;-7.54;EXP-;;-7.54;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-41.758541.000.0;-8.87;Current Account USD;;Counterparty holding;1;-8.87;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-8.87;0;8.87;0;-8.87;Common expenses account;8.87;Current Account USD;USD;-8.87;EXP-;;-8.87;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-42.177803.000.0;-4.81;Current Account USD;;Counterparty holding;1;-4.81;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-4.81;0;4.81;0;-4.81;Common expenses account;4.81;Current Account USD;USD;-4.81;EXP-;;-4.81;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-44.636390.000.0;-8.02;Current Account USD;;Counterparty holding;1;-8.02;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-8.02;0;8.02;0;-8.02;Common expenses account;8.02;Current Account USD;USD;-8.02;EXP-;;-8.02;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-46.360158.000.0;-6.1;Current Account USD;;Counterparty holding;1;-6.1;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-6.1;0;6.1;0;-6.1;Common expenses account;6.1;Current Account USD;USD;-6.1;EXP-;;-6.1;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-49.149176.000.0;-5.75;Current Account USD;;Counterparty holding;1;-5.75;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-5.75;0;5.75;0;-5.75;Common expenses account;5.75;Current Account USD;USD;-5.75;EXP-;;-5.75;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-49.263329.000.0;-7.51;Current Account USD;;Counterparty holding;1;-7.51;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-7.51;0;7.51;0;-7.51;Common expenses account;7.51;Current Account USD;USD;-7.51;EXP-;;-7.51;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-52.470521.000.0;-5.07;Current Account USD;;Counterparty holding;1;-5.07;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-5.07;0;5.07;0;-5.07;Common expenses account;5.07;Current Account USD;USD;-5.07;EXP-;;-5.07;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-54.164741.000.0;-10.4;Current Account USD;;Counterparty holding;1;-10.4;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-10.4;0;10.4;0;-10.4;Common expenses account;10.4;Current Account USD;USD;-10.4;EXP-;;-10.4;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-54.254781.000.0;-5.06;Current Account USD;;Counterparty holding;1;-5.06;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-5.06;0;5.06;0;-5.06;Common expenses account;5.06;Current Account USD;USD;-5.06;EXP-;;-5.06;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-54.403356.000.0;-5.65;Current Account USD;;Counterparty holding;1;-5.65;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-5.65;0;5.65;0;-5.65;Common expenses account;5.65;Current Account USD;USD;-5.65;EXP-;;-5.65;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-54.747326.000.0;-5.3;Current Account USD;;Counterparty holding;1;-5.3;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-5.3;0;5.3;0;-5.3;Common expenses account;5.3;Current Account USD;USD;-5.3;EXP-;;-5.3;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-54.777005.000.0;-6.78;Current Account USD;;Counterparty holding;1;-6.78;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-6.78;0;6.78;0;-6.78;Common expenses account;6.78;Current Account USD;USD;-6.78;EXP-;;-6.78;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-54.926961.000.0;-9.46;Current Account USD;;Counterparty holding;1;-9.46;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-9.46;0;9.46;0;-9.46;Common expenses account;9.46;Current Account USD;USD;-9.46;EXP-;;-9.46;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-55.178013.000.0;-3.22;Current Account USD;;Counterparty holding;1;-3.22;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-3.22;0;3.22;0;-3.22;Common expenses account;3.22;Current Account USD;USD;-3.22;EXP-;;-3.22;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-55.268134.000.0;-4.2;Current Account USD;;Counterparty holding;1;-4.2;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-4.2;0;4.2;0;-4.2;Common expenses account;4.2;Current Account USD;USD;-4.2;EXP-;;-4.2;USD;USD
31.12.2024;Transaction fees;10000.37-20241231-TF2-55.349841.000.0;-3.07;Current Account USD;;Counterparty holding;1;-3.07;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-3.07;0;3.07;0;-3.07;Common expenses account;3.07;Current Account USD;USD;-3.07;EXP-;;-3.07;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-  .957543.000.0;19.68;Common expenses account;;Duties and taxes;1;19.68;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-19.68;0;0;19.68;-19.68;Common expenses account;19.68;Current Account USD;USD;-19.68;TAX-;;19.68;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-11.282155.000.0;5.99;Common expenses account;;Duties and taxes;1;5.99;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-5.99;0;0;5.99;-5.99;Common expenses account;5.99;Current Account USD;USD;-5.99;TAX-;;5.99;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-12.094060.000.0;7.63;Common expenses account;;Duties and taxes;1;7.63;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-7.63;0;0;7.63;-7.63;Common expenses account;7.63;Current Account USD;USD;-7.63;TAX-;;7.63;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-21.256942.000.0;13.61;Common expenses account;;Duties and taxes;1;13.61;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-13.61;0;0;13.61;-13.61;Common expenses account;13.61;Current Account USD;USD;-13.61;TAX-;;13.61;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-26.700955.000.0;15.85;Common expenses account;;Duties and taxes;1;15.85;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-15.85;0;0;15.85;-15.85;Common expenses account;15.85;Current Account USD;USD;-15.85;TAX-;;15.85;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-26.807339.000.0;4.4;Common expenses account;;Duties and taxes;1;4.4;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-4.4;0;0;4.4;-4.4;Common expenses account;4.4;Current Account USD;USD;-4.4;TAX-;;4.4;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-28.697788.000.0;17.82;Common expenses account;;Duties and taxes;1;17.82;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-17.82;0;0;17.82;-17.82;Common expenses account;17.82;Current Account USD;USD;-17.82;TAX-;;17.82;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-28.954494.000.0;6.67;Common expenses account;;Duties and taxes;1;6.67;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-6.67;0;0;6.67;-6.67;Common expenses account;6.67;Current Account USD;USD;-6.67;TAX-;;6.67;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-29.031932.000.0;4.57;Common expenses account;;Duties and taxes;1;4.57;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-4.57;0;0;4.57;-4.57;Common expenses account;4.57;Current Account USD;USD;-4.57;TAX-;;4.57;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-30.453100.000.0;13.63;Common expenses account;;Duties and taxes;1;13.63;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-13.63;0;0;13.63;-13.63;Common expenses account;13.63;Current Account USD;USD;-13.63;TAX-;;13.63;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-31.446301.000.0;18.16;Common expenses account;;Duties and taxes;1;18.16;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-18.16;0;0;18.16;-18.16;Common expenses account;18.16;Current Account USD;USD;-18.16;TAX-;;18.16;USD;USD
